request_time,request_url,response_code,response_size,last_update_local,last_update_remote,source_register
20200607 23:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200603 10:13:15 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200603 14:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200603 17:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200603 18:13:15 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200603 21:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200603 21:13:16 GMT,https://www.who.int/ictrp/en/,200,74600,20200602,20200602,ICTRP
20200603 22:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200603 22:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200608 00:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 01:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 02:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 02:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 04:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 04:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 05:13:18 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 10:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 11:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 12:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 13:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 14:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 16:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 16:13:23 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 17:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 18:13:29 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 19:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 22:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 23:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200609 00:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200609 01:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200609 01:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 08:13:26 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 09:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200609 09:13:26 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 15:33:03 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 15:33:04 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,200,21,20200605,,ClinicalTrials.gov
20200609 16:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 16:33:03 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 17:33:02 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 17:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 18:33:02 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 18:33:03 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 19:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 19:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 20:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 20:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 21:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 21:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 22:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 22:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 23:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200609 23:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 00:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 00:33:05 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 01:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 01:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 02:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 02:33:05 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 03:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 03:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 04:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 04:33:04 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 05:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200603 19:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200603 20:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200603 23:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200603 23:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 00:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 02:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 02:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 03:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 03:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 04:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 04:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 05:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 05:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 06:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 06:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 07:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 07:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200608 00:13:21 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 01:13:21 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 03:13:18 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 03:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 05:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 06:13:18 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 06:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 07:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 07:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 08:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 08:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 09:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 09:13:23 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 10:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 11:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 12:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 13:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 14:13:22 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 15:13:19 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 15:13:23 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 17:13:23 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 18:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 19:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 20:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 20:13:23 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 21:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 21:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200608 22:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200608 23:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 00:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 05:33:05 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 09:33:05 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 10:33:04 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 12:33:07 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 14:33:07 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 18:33:08 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 20:33:08 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 21:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 21:33:07 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 22:33:04 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 22:33:08 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200610 23:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200610 23:33:07 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200611 00:33:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200611 00:33:08 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200611 01:13:47 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200611 01:13:48 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200611 02:13:46 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F10%2F2020,404,21,20200609,,ClinicalTrials.gov
20200611 02:13:48 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200611 03:13:48 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200603 20:13:15 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 00:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 01:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 01:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 08:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 08:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 09:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 09:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 10:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 10:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 11:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 11:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 12:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 12:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 13:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 13:13:16 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 14:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,404,21,20200602,,ClinicalTrials.gov
20200604 14:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 15:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F03%2F2020,200,21,20200602,,ClinicalTrials.gov
20200604 15:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 16:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 16:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 17:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 17:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 18:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 18:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200602,ICTRP
20200604 19:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 19:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200602,20200604,ICTRP
20200604 19:13:23 GMT,https://www.who.int/ictrp/COVID19-web.csv,200,10554937,20200602,20200604,ICTRP
20200604 20:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 20:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200604 21:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 21:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200604 22:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 22:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200604 23:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200604 23:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 00:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 00:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 01:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 01:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 02:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 02:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 03:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 03:13:17 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 04:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 04:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 05:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 05:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 06:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 06:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 07:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 07:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 08:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 08:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 09:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 09:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 10:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 10:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 11:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 11:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 12:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 12:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 02:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 13:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 13:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 14:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 14:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 15:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,404,21,20200604,,ClinicalTrials.gov
20200605 15:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 16:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F05%2F2020,200,21,20200604,,ClinicalTrials.gov
20200605 16:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 17:13:17 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200605 17:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 18:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200605 18:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 19:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200605 19:13:19 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200605 20:13:16 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200605 20:13:18 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
20200609 02:13:20 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200609 03:13:21 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=06%2F06%2F2020,404,21,20200605,,ClinicalTrials.gov
20200609 03:13:24 GMT,https://www.who.int/ictrp/en/,200,73602,20200604,20200604,ICTRP
